report_c_server_win_10000;27838.554302620236;14.249666899999283
report_c_server_win_10000;22775.318516977277;11.657958199997665
report_c_server_win_10000;22849.267846201677;11.695810499993968
report_c_server_win_10000;63832.46736320958;32.67380150000099
report_c_server_win_10000;13699.54758059898;7.012360900000203
report_c_server_win_100;0.0;0.042847799995797686
report_c_server_win_100;0.0;0.5262205000035465
report_c_server_win_1000;0.0;0.5316396999987774
report_c_server_win_5000;881068.5853477542;3.9872403999906965
report_c_server_win_5000;1672474.5219864808;3.9752015000000256
report_c_server_win_5000;1340692.3777958397;3.699012400000015
report_c_server_win_4000;0.0;3.1613455999995494
report_c_server_win_5000;0.0;4.6779915999995865
report_c_server_win_10000;3236741.926791202;40.63682519999929
report_c_server_win_4000;1487359.8953572386;3.3010476999988896 without wait
report_c_server_win_10000;684146.3451976927;12.703104799998982 without wait
report_c_server_win_4000;130630.65609613691;3.0172844999997324 without wait
report_c_server_win_4000;324765.0884996648;3.6852269999999407  witout wait
report_c_server_win_4000;789852.6085209779;7.504381700000522   without wait (more errors due to already open ports)
report_c_server_win_4000;1003936.1487469289;3.0297908000011375 without wait ( getting back to line 15 means took more energy to open new ports)
By default, Windows only allocates ephemeral ports in the range 1024 through 4999
report_c_server_win_4000;39020.80889192567;5.2681354000014835 with wait
report_c_server_win_4000;208018.70784003052;3.502399199998763
report_c_server_win_1000;0.0;0.5279754000002868
report_c_server_win_4000;117255.68283168986;3.0405159999999967
report_c_server_win_4000;292348.02867212414;3.3943661000000134 without wait fresh
report_c_server_win_4000;339823.26104750205;5.221874500000013 without wait repeat (errors same as erlang)
report_c_server_win_4000;736034.8316187541;3.4485220999922603
report_c_server_win_4000;1122073.5667252317;3.0644439999887254
report_c_server_win_4000;148124.50508746583;3.648403000000144
report_c_server_win_4000;132676.48469652404;3.267908200000001
report_c_server_win_4000;144545.05443700592;3.560238799999752
--------------------------------------------------------------------

report_c_server_win_4000;211577.6430268832;5.211295100000029
